0.9921::teamplaysinleague(georgewashingtonuniversityselliottschool, international).
0.9843::teamalsoknownas(longbeachstate, stateuniversity).
0.9921::teamalsoknownas(indianastateuniversity, stateuniversity).
0.9990::teamalsoknownas(easternkentuckyuniversity, stateuniversity).
0.9375::teamalsoknownas(sanfranciscoartinstitute, stateuniversity).
0.9843::teamalsoknownas(narizonadiamondbacks, chicagocubsbaseball).
1.0::teamalsoknownas(southernutahthunderbirds, stateuniversity).
0.9999::teamalsoknownas(pennstatenittanylions, stateuniversity).
0.9921::teamalsoknownas(pennstate, stateuniversities).
0.9998::teamalsoknownas(pennstate, college).
0.9999::teamalsoknownas(pennstate, stateuniversity).
0.9999::teamalsoknownas(texasam, stateuniversity).
0.9375::teamalsoknownas(easternillinoisuniversity, stateuniversity).
0.9997::teamalsoknownas(jacksonstate, stateuniversity).
0.9995::teamalsoknownas(wichitastateuniversity, stateuniversity).
0.9999::teamalsoknownas(kansasstateuniversity, stateuniversity).
0.9687::teamalsoknownas(stateuniversity, ohiodominicanuniversity).
1.0::teamalsoknownas(stateuniversity, southernutahthunderbirds).
0.9375::teamalsoknownas(stateuniversity, urbanachampaign).
0.9375::teamalsoknownas(stateuniversity, stonybrookuniversity).
0.9921::teamalsoknownas(stateuniversity, texasamuniversity).
0.9921::teamalsoknownas(stateuniversity, pennsylvaniastateuniversityhazleton).
0.9843::teamalsoknownas(stateuniversity, oregonstate).
0.9843::teamalsoknownas(stateuniversity, michiganstatespartansmensbasketball).
0.9375::teamalsoknownas(stateuniversity, ferrisstateuniversity).
1.0::teamalsoknownas(stateuniversity, oberlincollege).
0.9375::teamalsoknownas(stateuniversity, pittsburgstateuniversity).
0.9687::teamalsoknownas(stateuniversity, texasam).
0.9999::teamalsoknownas(stateuniversity, westernmichiganuniversity).
0.9687::teamalsoknownas(stateuniversity, washburnuniversity).
0.9687::teamalsoknownas(stateuniversity, sanfranciscostate).
0.9921::teamalsoknownas(stateuniversity, duquesneuniversity).
0.9960::teamalsoknownas(stateuniversity, pennstate).
0.9375::teamalsoknownas(stateuniversity, davenportuniversity).
0.9990::teamalsoknownas(stateuniversity, akron).
0.9960::teamalsoknownas(stateuniversity, northcarolinastateuniversity).
0.9921::teamalsoknownas(stateuniversity, northernarizonauniversity).
0.9995::teamalsoknownas(stateuniversity, centralmichiganuniversity).
0.9687::teamalsoknownas(stateuniversity, grandvalleystateuniversity).
0.9921::teamalsoknownas(stateuniversity, ucla).
0.9921::teamalsoknownas(stateuniversity, oregonstateuniversity).
0.9375::teamalsoknownas(stateuniversity, kansasuniversitymedicalschool).
0.9687::teamalsoknownas(stateuniversity, utahstateuniversity).
0.9687::teamalsoknownas(stateuniversity, northernmichiganuniversity).
0.9375::teamalsoknownas(stateuniversity, cuyahogacommunitycollege).
0.9375::teamalsoknownas(stateuniversity, hopecollege).
0.9375::teamalsoknownas(stateuniversity, waynestateuniversity).
0.9687::teamalsoknownas(stateuniversity, illinoisstateuniversity).
0.9687::teamalsoknownas(stateuniversity, emporiastateuniversity).
0.9843::teamalsoknownas(stateuniversity, columbiauniversity).
0.9375::teamalsoknownas(stateuniversity, muskingumcollege).
0.9375::teamalsoknownas(stateuniversity, friendsuniversity).
0.9687::teamalsoknownas(stateuniversity, ashlanduniversity).
0.9921::teamalsoknownas(stateuniversity, johnshopkinsuniversity).
0.9921::teamalsoknownas(stateuniversity, easternmichiganuniversity).
0.9960::teamalsoknownas(stateuniversity, easternkentuckyuniversity).
0.9990::teamalsoknownas(stateuniversity, indianauniversity).
0.9375::teamalsoknownas(stateuniversity, lakesuperiorstateuniversity).
0.9980::teamalsoknownas(stateuniversity, texasstate).
0.9687::teamalsoknownas(stateuniversity, indianastateuniversity).
0.9960::teamalsoknownas(stateuniversity, michigantechnologicaluniversity).
0.9921::teamalsoknownas(stateuniversity, northernkentuckyuniversity).
0.9997::teamalsoknownas(stateuniversity, maryland).
0.9843::teamalsoknownas(stateuniversity, iowastateuniversity).
0.9960::teamalsoknownas(stateuniversity, newyorkuniversity).
0.9687::teamalsoknownas(stateuniversity, jacksonstateuniversity).
0.9999::teamalsoknownas(stateuniversity, michiganstateuniversity).
0.9980::teamalsoknownas(stateuniversity, coloradostateuniversity).
0.9687::teamalsoknownas(stateuniversity, youngstownstateuniversity).
0.9687::teamalsoknownas(stateuniversity, templeuniversity).
0.9687::teamalsoknownas(stateuniversity, virginiacommonwealthuniversity).
0.9687::teamalsoknownas(stateuniversity, arkansasstateuniversity).
0.9687::teamalsoknownas(stateuniversity, portlandstateuniversity).
0.9843::teamalsoknownas(stateuniversity, newmexicostateuniversity).
0.9921::teamalsoknownas(stateuniversity, bostonuniversity).
0.9843::teamalsoknownas(stateuniversity, louisianastateuniversity).
1.0::teamalsoknownas(stateuniversity, northernillinoisuniversity).
0.9687::teamalsoknownas(stateuniversity, xavieruniversity).
0.9375::teamalsoknownas(stateuniversity, radforduniversity).
0.9375::teamalsoknownas(stateuniversity, oaklanduniversity).
0.9687::teamalsoknownas(stateuniversity, westernkentuckyuniversity).
0.9921::teamalsoknownas(stateuniversity, floridainternationaluniversity).
0.9921::teamalsoknownas(stateuniversity, kentstateuniversity).
0.9375::teamalsoknownas(stateuniversity, bayloruniversity).
0.9843::teamalsoknownas(stateuniversity, college).
0.9960::teamalsoknownas(stateuniversity, kansasstateuniversity).
0.9687::teamalsoknownas(stateuniversity, wichitastateuniversity).
0.9843::teamalsoknownas(stateuniversity, clevelandstateuniversity).
0.9999::teamalsoknownas(stateuniversity, home).
0.9999::teamalsoknownas(stateuniversity, oklahomastateuniversity).
0.9999::teamalsoknownas(stateuniversity, ohiostateuniversity).
0.9999::teamalsoknownas(stateuniversity, campus).
0.9999::teamalsoknownas(stateuniversity, floridastateuniversity).
0.9997::teamalsoknownas(stateuniversity, mississippistateuniversity).
0.9995::teamalsoknownas(stateuniversity, arizonastateuniversity).
0.9990::teamalsoknownas(stateuniversity, texastechuniversity).
0.9980::teamalsoknownas(stateuniversity, miamiuniversity).
0.9921::teamalsoknownas(stateuniversity, ohiouniversity).
0.9843::teamalsoknownas(stateuniversity, saintlouisuniversity).
0.9843::teamalsoknownas(stateuniversity, montanastateuniversity).
0.9843::teamalsoknownas(stateuniversity, northwesternuniversity).
0.9687::teamalsoknownas(stateuniversity, wesleyanuniversity).
0.9687::teamalsoknownas(stateuniversity, bowlinggreenstateuniversity).
0.9687::teamalsoknownas(stateuniversity, emoryuniversity).
0.9687::teamalsoknownas(stateuniversity, middletennesseestateuniversity).
0.9375::teamalsoknownas(stateuniversity, georgiastateuniversity).
0.9375::teamalsoknownas(stateuniversity, missouristateuniversity).
0.9375::teamalsoknownas(stateuniversity, setonhalluniversity).
0.9687::teamalsoknownas(boulder, stateuniversity).
0.9960::teamalsoknownas(floridainternationaluniversity, stateuniversity).
0.9999::teamalsoknownas(kentstategoldenflashes, stateuniversity).
0.9375::teamalsoknownas(bengals, seahawks).
0.9980::teamalsoknownas(northernillinoisuniversity, stateuniversity).
0.9999::teamalsoknownas(eastcarolinauniversity, stateuniversity).
0.9960::teamalsoknownas(minnesotavikings, falcons).
0.9375::teamalsoknownas(minnesotastateuniversitymankato, stateuniversity).
0.9687::teamalsoknownas(brandeisuniversity, stateuniversity).
0.9999::teamalsoknownas(sandiegostateaztecsbasketball, stateuniversity).
0.9687::teamalsoknownas(williamscollege, stateuniversity).
0.9998::teamalsoknownas(texastechuniversity, stateuniversity).
0.9980::teamalsoknownas(westernkentuckyhilltoppers, stateuniversity).
0.9375::teamalsoknownas(pittsburghsteelerssunday, eagles).
0.9687::teamalsoknownas(pittsburghsteelerssunday, broncos).
0.9960::teamalsoknownas(pittsburghsteelerssunday, seahawks).
0.9687::teamalsoknownas(pittsburghsteelerssunday, titans).
0.9687::teamalsoknownas(pittsburghsteelerssunday, cardinals).
0.9687::teamalsoknownas(pittsburghsteelerssunday, sdchargers).
0.9843::teamalsoknownas(pittsburghsteelerssunday, newyorkjets).
0.9375::teamalsoknownas(yankees, mariners).
0.9998::teamalsoknownas(newyorkuniversity, stateuniversity).
1.0::teamalsoknownas(byu, stateuniversity).
0.9960::teamalsoknownas(ohiostateuniversity, stateuniversities).
0.9999::teamalsoknownas(ohiostateuniversity, stateuniversity).
0.9999::teamalsoknownas(washingtonstateuniversity, stateuniversity).
0.9375::teamalsoknownas(northcarolinaatstateuniversity, stateuniversity).
0.9995::teamalsoknownas(ucberkeley, stateuniversity).
0.9999::teamalsoknownas(sunyfredoniabluedevils, ucla).
0.9999::teamalsoknownas(hawkeyes, stateuniversity).
0.9375::teamalsoknownas(moreheadstateuniversity, stateuniversity).
0.9843::teamalsoknownas(illinoisstateuniversity, stateuniversity).
0.9687::teamalsoknownas(stanford, stateuniversities).
0.9843::teamalsoknownas(texasstate, stateuniversity).
0.9375::teamalsoknownas(johnsoncountycommunitycollege, stateuniversity).
0.9960::teamalsoknownas(brownuniversity, stateuniversity).
1.0::teamalsoknownas(jacksonvillejaguars, jags).
0.9687::teamalsoknownas(georgiasouthernuniversity, stateuniversity).
0.9687::teamalsoknownas(pasadenacitycollege, stateuniversity).
0.9980::teamalsoknownas(washburnuniversity, stateuniversity).
0.9999::teamalsoknownas(northwesternstdemons, stateuniversity).
0.9999::teamalsoknownas(trevorbayne, bradkeselowkski).
0.9687::teamalsoknownas(centralarkansas, stateuniversity).
0.9995::teamalsoknownas(college, stateuniversity).
0.9999::teamalsoknownas(ohiostatebuckeyes, montanastatebobcats).
0.9921::teamalsoknownas(kentstateuniversity, stateuniversity).
0.9999::teamalsoknownas(georgiastateuniversity, stateuniversity).
0.9999::teamalsoknownas(floridastateuniversity, stateuniversity).
0.9995::teamalsoknownas(louisianastateuniversity, stateuniversity).
0.9687::teamalsoknownas(northwesternuniversity, stateuniversities).
1.0::teamalsoknownas(northwesternuniversity, stateuniversity).
0.9990::teamalsoknownas(mississippistateuniversity, stateuniversity).
0.9375::teamalsoknownas(oregonstate, stateuniversity).
0.9843::teamalsoknownas(ncstate, stateuniversity).
0.9687::teamalsoknownas(vassarcollege, stateuniversity).
0.9981::teamalsoknownas(miamiuniversity, stateuniversity).
0.9687::teamalsoknownas(mayoclinic, stateuniversity).
0.9687::teamalsoknownas(dallasmavericks, chicagobulls).
0.9375::teamalsoknownas(dallasmavericks, miamihurricanes).
0.9997::teamalsoknownas(saintlouisuniversity, stateuniversity).
0.9999::teamalsoknownas(sundevils, ucla).
0.9999::teamalsoknownas(iowastateuniversity, stateuniversity).
0.9960::teamalsoknownas(michigantechnologicaluniversity, stateuniversity).
0.9999::teamalsoknownas(fresnostatebulldogs, stateuniversity).
0.9999::teamalsoknownas(arizonastateuniversity, stateuniversity).
0.9921::teamalsoknownas(missouristateuniversity, stateuniversity).
1.0::teamalsoknownas(bruins, ucla).
0.9980::teamalsoknownas(sandiegostateuniversity, stateuniversity).
0.9921::teamalsoknownas(pittsburghpenguins, ottawasenators).
0.9375::teamalsoknownas(pittsburghpenguins, carolinahurricaneshockey).
0.9375::teamalsoknownas(pittsburghpenguins, redwings).
0.9999::teamalsoknownas(ncaamensmidwestregionals, ncaayouthkids).
0.9995::teamalsoknownas(johnshopkinsuniversity, stateuniversity).
0.9999::teamalsoknownas(mississippistate, stateuniversity).
0.9687::teamalsoknownas(emporiastateuniversity, stateuniversity).
0.9843::teamalsoknownas(boisestateuniversity, stateuniversity).
0.9960::teamalsoknownas(rams, titans).
0.9980::teamalsoknownas(rams, seahawks).
0.9921::teamalsoknownas(dallascowboys, seahawks).
0.9375::teamalsoknownas(dallascowboys, new).
0.9687::teamalsoknownas(unitedstatesairforceacademy, stateuniversity).
0.9375::teamalsoknownas(pirates, dodgers).
0.9687::teamalsoknownas(pirates, chicagocubsbaseball).
0.9960::teamalsoknownas(southernuniversity, college).
1.0::teamalsoknownas(ncaayouthkids, ncaamensmidwestregionals).
0.9999::teamalsoknownas(pennsylvaniastateuniversityhazleton, stateuniversity).
0.9997::teamalsoknownas(pennsylvaniastateuniversityhazleton, college).
0.9980::teamalsoknownas(auburnuniversity, stateuniversity).
0.9995::teamalsoknownas(centralmichiganuniversity, stateuniversity).
0.9998::teamalsoknownas(northernarizonauniversity, stateuniversity).
1.0::teamalsoknownas(stateuniversities, kentstategoldenflashes).
0.9687::teamalsoknownas(stateuniversities, ohiostateuniversity).
0.9999::teamalsoknownas(northcarolinastateuniversity, stateuniversity).
0.9999::teamalsoknownas(benfica, acmilan).
0.9375::teamalsoknownas(californiainstituteoftechnology, stateuniversity).
0.9999::teamalsoknownas(westernmichiganuniversity, stateuniversity).
0.9375::teamalsoknownas(setonhalluniversity, stateuniversity).
0.9980::teamalsoknownas(jamesmadisonuniversity, stateuniversity).
0.9999::teamalsoknownas(wichitastate, stateuniversity).

1.0::athleteledsportsteam(delontewest, cavaliers).
0.9961::athleteledsportsteam(derekfisher, losangeleslakers).
0.9687::athleteledsportsteam(granthill, suns).
1.0::athleteledsportsteam(rustywallace, bradkeselowkski).
1.0::athleteledsportsteam(coreypatterson, brooklyndodgersatebbetsfield).
1.0::athleteledsportsteam(jerrysands, dodgers).
1.0::athleteledsportsteam(trentgreen, rams).
1.0::athleteledsportsteam(edromero, chicagocubsbaseball).
0.9921::athleteledsportsteam(alfonsosoriano, chicagocubsbaseball).
0.9375::athleteledsportsteam(kotsay, padres).
1.0::athleteledsportsteam(chrisbosh, raptors).
0.9020::athleteledsportsteam(jaycutler, bears).
1.0::athleteledsportsteam(cococrisp, redsox).
0.9736::athleteledsportsteam(mattmoore, carolinapanthers).
0.9376::athleteledsportsteam(ronnycedeno, losangeleslakers).
1.0::athleteledsportsteam(jerrystackhouse, philadelphiaers).
1.0::athleteledsportsteam(borisdiaw, suns).
0.9375::athleteledsportsteam(samardosamuels, cardinals).
0.9921::athleteledsportsteam(ludwick, cardinals).
0.9687::athleteledsportsteam(quarterbacksambradford, oklahomasooners).
0.9999::athleteledsportsteam(catcherloumarson, yankees).
1.0::athleteledsportsteam(jasonrichardson, goldenstatewarriorsnba).
0.9970::athleteledsportsteam(jamalcrawford, chicagobulls).
0.9687::athleteledsportsteam(tylercolvin, chicagocubsbaseball).
0.9687::athleteledsportsteam(josecalderon, raptors).
1.0::athleteledsportsteam(loupiniella, chicagocubsbaseball).
1.0::athleteledsportsteam(stevemcnair, baltimorecolts).
0.9375::athleteledsportsteam(guillermomota, atlantabravesspringtraining).
0.9491::athleteledsportsteam(jahapp, yankees).
1.0::athleteledsportsteam(brettmyers, astroslastnight).
1.0::athleteledsportsteam(delhomme, carolinahurricaneshockey).
0.9375::athleteledsportsteam(chrisstewart, coloradoavalanche).
1.0::athleteledsportsteam(rudygay, memphisgrizzliesnba).
1.0::athleteledsportsteam(evgenimalkin, pittsburghpenguins).
0.9375::athleteledsportsteam(brandonjacobs, marlins).
0.9960::athleteledsportsteam(coreymaggette, laclippers).
0.9921::athleteledsportsteam(glaus, bluejays).
1.0::athleteledsportsteam(chriscooley, washingtonredskinslast).
0.9375::athleteledsportsteam(jjputz, newyorkmets).
1.0::athleteledsportsteam(brentbarry, laclippers).
0.9997::athleteledsportsteam(victorino, phillies).
0.9960::athleteledsportsteam(kevinyoukilis, bostonredsox).
1.0::athleteledsportsteam(jasonwilliams, sacramentokings).
0.9921::athleteledsportsteam(rosenfels, houstontexans).
1.0::athleteledsportsteam(justinmorneau, twins).
0.9375::athleteledsportsteam(jarroddyson, royals).
0.9998::athleteledsportsteam(giambi, yankees).
1.0::athleteledsportsteam(davidortiz, redsox).
1.0::athleteledsportsteam(tarvarisjackson, minnesotavikings).
0.9843::athleteledsportsteam(johnwall, washingtonwizards).
0.9375::athleteledsportsteam(bobgriese, bears).
0.9326::athleteledsportsteam(bradyquinn, clevelandbrowns).
0.9687::athleteledsportsteam(jeffclement, phillies).
1.0::athleteledsportsteam(lebronjames, cavaliers).
1.0::athleteledsportsteam(paulpierce, bostonceltics).
1.0::athleteledsportsteam(sidneycrosby, pittsburghpenguins).
0.9999::athleteledsportsteam(mikeschmidt, yankees).
0.9995::athleteledsportsteam(nomargarciaparra, dodgers).
0.9995::athleteledsportsteam(lukemurton, losangeleslakers).
1.0::athleteledsportsteam(jamesposey, denvernuggets).
1.0::athleteledsportsteam(marquisdaniels, dallasmavericks).
0.9375::athleteledsportsteam(marcusthornton, kingscollege).
1.0::athleteledsportsteam(taveras, rockies).
0.9375::athleteledsportsteam(curtisgranderson, indians).
0.9687::athleteledsportsteam(rolen, cardinals).
0.9376::athleteledsportsteam(mickaelpietrus, goldenstatewarriorsnba).
0.9375::athleteledsportsteam(loganmorrison, miamimarlins).
0.9375::athleteledsportsteam(emiliobonifacio, marlins).
1.0::athleteledsportsteam(naterobertson, pirates).
