,Entity,Iteration,Probability,Relation,Value
4346,concept:personmexico:chris_duncan,850,0.902,concept:athleteplaysinleague,concept:sportsleague:nfl
4347,concept:personmexico:chris_duncan,850,0.911,concept:athleteplayssport,concept:sport:hockey
4348,concept:personmexico:josh_wilson,850,1.0,concept:athleteplayssport,concept:sport:baseball
4349,concept:athlete:denny_bautista,850,0.987,concept:athleteplaysinleague,concept:sportsleague:mlb
4350,concept:athlete:denny_bautista,850,0.992125,concept:athleteplayssport,concept:sport:baseball
4351,concept:personmexico:tim_gleason,850,0.9375,concept:athleteledsportsteam,concept:sportsteam:florida_gators
4352,concept:personmexico:tim_gleason,850,0.9921875,concept:athleteplaysforteam,concept:sportsteam:new_york_mets
4353,concept:personmexico:tim_gleason,850,1.0,concept:athleteplaysinleague,concept:sportsleague:nba
4354,concept:personmexico:tim_gleason,850,0.9999999394378662,concept:athleteplayssport,concept:sport:baseball
4355,concept:personmexico:tim_gleason,850,0.9375,concept:athleteplayssportsteamposition,concept:sportsteamposition:player
4356,concept:athlete:chase_wright,850,0.9815,concept:athleteplaysinleague,concept:sportsleague:mlb
4357,concept:athlete:chase_wright,850,0.992125,concept:athleteplayssport,concept:sport:baseball
4358,concept:athlete:eric_milton,850,0.9652499999999999,concept:athleteplaysinleague,concept:sportsleague:mlb
4359,concept:athlete:eric_milton,850,0.98425,concept:athleteplayssport,concept:sport:baseball
4360,concept:personmexico:renyel_pinto,850,0.9375,concept:athleteplayssport,concept:sport:baseball
4361,concept:personmexico:ruben_mateo,850,0.944,concept:athleteplaysinleague,concept:sportsleague:nhl
4362,concept:personmexico:ruben_mateo,850,0.936,concept:athleteplayssport,concept:sport:hockey
4363,concept:athlete:tony_abreu,850,1.0,concept:athleteplayssport,concept:sport:baseball
4364,concept:athlete:jim_thome,850,1.0,concept:athletecoach,concept:coach:ozzie_guillen
4365,concept:athlete:jim_thome,850,1.0,concept:athletehomestadium,concept:stadiumoreventvenue:u_s__cellular_coliseum
4366,concept:athlete:jim_thome,850,0.9375,concept:athleteledsportsteam,concept:sportsteam:red_sox
4367,concept:athlete:jim_thome,850,1.0,concept:athleteplaysforteam,concept:sportsteam:red_sox
4368,concept:athlete:jim_thome,850,0.9979375,concept:athleteplaysinleague,concept:sportsleague:mlb
4369,concept:athlete:jim_thome,850,1.0,concept:athletewinsawardtrophytournament,concept:awardtrophytournament:world_series
4370,concept:athlete:tomo_ohka,850,0.99775,concept:athleteplayssport,concept:sport:baseball
4371,concept:athlete:jackie_butler,850,1.0,concept:athleteplaysinleague,concept:sportsleague:nba
4372,concept:athlete:tony_larussa_mg,850,0.9375,concept:athleteplayssport,concept:sport:baseball
4373,concept:athlete:tobi_stoner,850,1.0,concept:athleteplayssport,concept:sport:baseball
4374,concept:athlete:matt_maloney,850,1.0,concept:athleteplayssport,concept:sport:baseball
4375,concept:personmexico:john_bannister,850,0.9375,concept:athleteplayssport,concept:sport:baseball
4376,concept:personmexico:ramon_martinez,850,0.9375,concept:athleteplayssport,concept:sport:baseball
4377,concept:athlete:reggie_sanders,850,0.959,concept:athleteplaysinleague,concept:sportsleague:nfl
4378,concept:athlete:reggie_sanders,850,0.907,concept:athleteplayssport,concept:sport:football
4379,concept:athlete:fred_taylor,811,1.0,concept:athleteplayssportsteamposition,concept:sportsteamposition:running_back
4380,concept:athlete:thurman_munson,850,0.9510000000000001,concept:athleteplaysinleague,concept:sportsleague:mlb
4381,concept:athlete:juan_mateo,850,1.0,concept:athleteplayssport,concept:sport:baseball
4382,concept:athlete:alex_hinshaw,850,0.948,concept:athleteplaysinleague,concept:sportsleague:nfl
4383,concept:athlete:alex_hinshaw,850,0.907,concept:athleteplayssport,concept:sport:football
4384,concept:athlete:chad_qualls,850,0.9375,concept:athleteplaysinleague,concept:sportsleague:mlb
4385,concept:athlete:chad_qualls,850,0.99878125,concept:athleteplayssport,concept:sport:baseball
4386,concept:athlete:sam_gervacio,850,0.9375,concept:athleteplayssport,concept:sport:baseball
4387,concept:athlete:jon_kitna,850,0.998046875,concept:athleteplaysforteam,concept:sportsteam:nashville_predators
4388,concept:athlete:jon_kitna,850,0.9915625,concept:athleteplaysinleague,concept:sportsleague:mlb
4389,concept:athlete:jon_kitna,850,0.9960625,concept:athleteplayssport,concept:sport:baseball
4390,concept:athlete:ramon_ortiz,850,0.989,concept:athleteplaysinleague,concept:sportsleague:mlb
4391,concept:athlete:ramon_ortiz,850,0.9960625,concept:athleteplayssport,concept:sport:baseball
4392,concept:athlete:brendan_shanahan,850,1.0,concept:athleteplaysforteam,concept:sportsteam:sun_devils
4393,concept:athlete:brendan_shanahan,850,0.902,concept:athleteplaysinleague,concept:sportsleague:nhl
4394,concept:athlete:brendan_shanahan,850,0.9555,concept:athleteplayssport,concept:sport:hockey
4395,concept:athlete:jayson_werth,850,0.993875,concept:athleteplaysinleague,concept:sportsleague:mlb
4396,concept:athlete:jayson_werth,850,0.98425,concept:athleteplayssport,concept:sport:baseball
4397,concept:athlete:josh_phelps,850,0.9815,concept:athleteplaysinleague,concept:sportsleague:mlb
4398,concept:athlete:josh_phelps,850,0.937,concept:athleteplayssport,concept:sport:baseball
4399,concept:athlete:ryan_klesko,850,0.9375,concept:athleteplaysforteam,concept:sportsteam:padres
4400,concept:athlete:ryan_klesko,850,0.9855,concept:athleteplayssport,concept:sport:baseball
4401,concept:athlete:david_harrison,850,1.0,concept:athleteplaysinleague,concept:sportsleague:nba
4402,concept:athlete:hank_aaron,850,1.0,concept:athletebeatathlete,concept:athlete:babe_ruth_and_lou_gehrig
4403,concept:athlete:hank_aaron,850,1.0,concept:athleteledsportsteam,concept:sportsteam:milwaukee_braves
4404,concept:athlete:hank_aaron,850,0.975,concept:athleteplaysinleague,concept:sportsleague:mlb
4405,concept:athlete:hank_aaron,850,0.911,concept:athleteplayssport,concept:sport:baseball
4406,concept:athlete:shairon_martis,850,1.0,concept:athleteplayssport,concept:sport:baseball
4407,concept:athlete:david_krejci,850,0.9921875,concept:athleteplaysforteam,concept:sportsteam:boston_bruins
4408,concept:athlete:jake_plummer,830,0.96875,concept:athleteplayssportsteamposition,concept:sportsteamposition:player
4409,concept:athlete:trevor_bell,850,0.99775,concept:athleteplayssport,concept:sport:baseball
4410,concept:athlete:branden_ore,850,0.9375,concept:athleteplaysforteam,concept:sportsteam:virginia_tech
4411,concept:athlete:john_salmons,850,1.0,concept:athleteplaysinleague,concept:sportsleague:nba
4412,concept:athlete:ben_francisco,850,0.998875,concept:athleteplayssport,concept:sport:baseball
4413,concept:athlete:bj_upton,850,0.975,concept:athleteplaysinleague,concept:sportsleague:mlb
4414,concept:athlete:bj_upton,850,0.98425,concept:athleteplayssport,concept:sport:baseball
4415,concept:athlete:matt_hasselbeck,850,0.96875,concept:athleteledsportsteam,concept:sportsteam:seahawks
4416,concept:athlete:matt_hasselbeck,850,0.998046875,concept:athleteplaysforteam,concept:sportsteam:seahawks
4417,concept:athlete:matt_hasselbeck,850,0.9884999999999999,concept:athleteplaysinleague,concept:sportsleague:nfl
4418,concept:athlete:matt_hasselbeck,850,0.911,concept:athleteplayssport,concept:sport:football
4419,concept:athlete:wilkin_ramirez,850,0.9855,concept:athleteplayssport,concept:sport:baseball
4420,concept:coach:kevin_faulk,850,0.9375,concept:athleteplaysforteam,concept:sportsteam:new_england_patriots
4421,concept:coach:kevin_faulk,850,0.948,concept:athleteplaysinleague,concept:sportsleague:nfl
4422,concept:coach:kevin_faulk,850,0.907,concept:athleteplayssport,concept:sport:football
4423,concept:athlete:devean_george,850,1.0,concept:athleteplaysinleague,concept:sportsleague:nba
4424,concept:personmexico:ryan_church,850,0.984375,concept:athleteledsportsteam,concept:sportsteam:new_york_mets
4425,concept:personmexico:ryan_church,850,0.9990234375,concept:athleteplaysforteam,concept:sportsteam:new_york_mets
4426,concept:personmexico:ryan_church,850,0.993375,concept:athleteplaysinleague,concept:sportsleague:mlb
4427,concept:personmexico:ryan_church,850,0.98425,concept:athleteplayssport,concept:sport:baseball
4428,concept:athlete:shawn_horcoff,850,1.0,concept:athleteledsportsteam,concept:sportsteam:phoenix_suns
4429,concept:athlete:shawn_horcoff,850,1.0,concept:athleteplaysforteam,concept:sportsteam:miami_heat
4430,concept:athlete:shawn_horcoff,850,0.9822500000000001,concept:athleteplaysinleague,concept:sportsleague:nba
4431,concept:athlete:shawn_horcoff,850,0.948,concept:athleteplayssport,concept:sport:basketball
4432,concept:athlete:mo_vaughn,850,0.9795,concept:athleteplaysinleague,concept:sportsleague:mlb
4433,concept:athlete:mo_vaughn,850,0.9685,concept:athleteplayssport,concept:sport:baseball
4434,concept:athlete:brad_halsey,850,0.9375,concept:athleteplayssport,concept:sport:baseball
4435,concept:athlete:andrew_bogut,850,0.9387280651029948,concept:athleteledsportsteam,concept:sportsteam:bucks_county_community_college
4436,concept:athlete:andrew_bogut,850,0.9999999999506717,concept:athleteplaysforteam,concept:sportsteam:chicago_blackhawks
4437,concept:athlete:andrew_bogut,850,1.0,concept:athleteplaysinleague,concept:sportsleague:nba
4438,concept:athlete:andrew_bogut,850,0.98425,concept:athleteplayssport,concept:sport:baseball
4439,concept:athlete:bartolo_colon,850,0.96875,concept:athleteplaysforteam,concept:sportsteam:red_sox
4440,concept:athlete:bartolo_colon,850,1.0,concept:athleteplayssport,concept:sport:baseball
4441,concept:coach:james_white,850,1.0,concept:athleteplaysinleague,concept:sportsleague:nba
4442,concept:personmexico:jim_leyritz,850,0.968,concept:athleteplaysinleague,concept:sportsleague:mlb
4443,concept:personmexico:jim_leyritz,850,0.937,concept:athleteplayssport,concept:sport:baseball
4444,concept:athlete:bryan_morris,850,0.971,concept:athleteplayssport,concept:sport:baseball
4445,concept:athlete:todd_walker,850,0.974,concept:athleteplaysinleague,concept:sportsleague:mlb
4446,concept:athlete:todd_walker,850,0.9685,concept:athleteplayssport,concept:sport:baseball
4447,concept:athlete:greg_burke,850,0.9994375,concept:athleteplayssport,concept:sport:baseball
4448,concept:personmexico:joseph_johnson,850,0.984375,concept:athleteplaysforteam,concept:sportsteam:marlins
4449,concept:personmexico:joseph_johnson,850,0.9935,concept:athleteplaysinleague,concept:sportsleague:mlb
4450,concept:personmexico:joseph_johnson,850,0.9960625,concept:athleteplayssport,concept:sport:baseball
4451,concept:athlete:franklyn_german,850,0.954,concept:athleteplaysinleague,concept:sportsleague:nhl
4452,concept:athlete:milton_bradley,850,0.9375,concept:athleteledsportsteam,concept:sportsteam:cubs
4453,concept:athlete:milton_bradley,850,1.0,concept:athleteplaysforteam,concept:sportsteam:cubs
4454,concept:athlete:milton_bradley,850,0.98775,concept:athleteplaysinleague,concept:sportsleague:mlb
4455,concept:athlete:milton_bradley,850,0.98425,concept:athleteplayssport,concept:sport:baseball
4456,concept:athlete:jair_jurrjens,850,0.9998650454809795,concept:athleteplaysforteam,concept:sportsteam:atlanta_braves
4457,concept:athlete:jair_jurrjens,850,0.987,concept:athleteplaysinleague,concept:sportsleague:mlb
4458,concept:athlete:jair_jurrjens,850,0.9960625,concept:athleteplayssport,concept:sport:baseball
4459,concept:athlete:pavel_kubina,850,0.9999997615814209,concept:athleteplaysforteam,concept:sportsteam:red_wings
4460,concept:athlete:pavel_kubina,847,0.9375,concept:teammate,concept:athlete:lidstrom
4461,concept:athlete:claudio_vargas,850,0.987,concept:athleteplaysinleague,concept:sportsleague:mlb
4462,concept:athlete:claudio_vargas,850,0.992125,concept:athleteplayssport,concept:sport:baseball
4463,concept:athlete:ambiorix_burgos,850,1.0,concept:athleteplayssport,concept:sport:baseball
4464,concept:athlete:mario_lemieux,761,1.0,concept:athleteplayssportsteamposition,concept:sportsteamposition:forward
4465,concept:athlete:jerry_owens,850,1.0,concept:athleteplayssport,concept:sport:baseball
4466,concept:athlete:lidstrom,850,0.96875,concept:athleteledsportsteam,concept:sportsteam:red_wings
4467,concept:athlete:lidstrom,850,0.96875,concept:athleteplaysforteam,concept:sportsteam:red_wings
4468,concept:athlete:thome,850,0.944,concept:athleteplaysinleague,concept:sportsleague:mlb
4469,concept:athlete:marquis_grissom,850,0.9955,concept:athleteplayssport,concept:sport:baseball
4470,concept:personmexico:burnett,850,0.9375,concept:athleteplayssportsteamposition,concept:sportsteamposition:center
4471,concept:athlete:blaine_boyer,850,0.9935,concept:athleteplaysinleague,concept:sportsleague:mlb
4472,concept:athlete:blaine_boyer,850,0.9960625,concept:athleteplayssport,concept:sport:baseball
4473,concept:athlete:r_a__dickey,850,0.9375,concept:athleteplaysinleague,concept:sportsleague:mlb
4474,concept:athlete:r_a__dickey,850,0.9999974135197679,concept:athleteplayssport,concept:sport:baseball
4475,concept:personmexico:erick_dampier,850,1.0,concept:athleteplaysinleague,concept:sportsleague:nba
4476,concept:personmexico:erick_dampier,850,0.969,concept:athleteplayssport,concept:sport:basketball
4477,concept:athlete:bernie_williams,850,0.9375,concept:athleteledsportsteam,concept:sportsteam:yankees
4478,concept:athlete:bernie_williams,850,0.984375,concept:athleteplaysforteam,concept:sportsteam:yankees
4479,concept:athlete:bernie_williams,850,0.959,concept:athleteplaysinleague,concept:sportsleague:mlb
4480,concept:athlete:bernie_williams,850,0.9685,concept:athleteplayssport,concept:sport:baseball
4481,concept:personmexico:michael_bourn,850,0.96875,concept:athleteledsportsteam,concept:sportsteam:houston_astros
4482,concept:personmexico:michael_bourn,850,0.998046875,concept:athleteplaysforteam,concept:sportsteam:houston_astros
4483,concept:personmexico:michael_bourn,850,0.996125,concept:athleteplaysinleague,concept:sportsleague:mlb
4484,concept:personmexico:michael_bourn,850,0.98425,concept:athleteplayssport,concept:sport:baseball
4485,concept:athlete:matt_garza,850,0.99609375,concept:athleteplaysforteam,concept:sportsteam:tampa_bay_devil_rays
4486,concept:athlete:matt_garza,850,0.98775,concept:athleteplaysinleague,concept:sportsleague:mlb
4487,concept:athlete:matt_garza,850,0.992125,concept:athleteplayssport,concept:sport:baseball
4488,concept:athlete:jeremy_hermida,850,1.0,concept:athleteplaysforteam,concept:sportsteam:marlins
4489,concept:athlete:jeremy_hermida,850,0.994875,concept:athleteplaysinleague,concept:sportsleague:mlb
4490,concept:athlete:jeremy_hermida,850,0.98425,concept:athleteplayssport,concept:sport:baseball
4491,concept:athlete:joaquin_arias,850,1.0,concept:athleteplayssport,concept:sport:baseball
4492,concept:coach:mike_brown,850,1.0,concept:coachesinleague,concept:sportsleague:nba
4493,concept:athlete:justin_huber,850,0.9764999999999999,concept:athleteplaysinleague,concept:sportsleague:mlb
4494,concept:athlete:justin_huber,850,0.9685,concept:athleteplayssport,concept:sport:baseball
4495,concept:athlete:brian_wolfe,850,0.9375,concept:athleteplayssport,concept:sport:baseball
4496,concept:athlete:al_leiter,850,0.99025,concept:athleteplaysinleague,concept:sportsleague:mlb
4497,concept:athlete:al_leiter,850,0.9944375,concept:athleteplayssport,concept:sport:baseball
4498,concept:athlete:matt_harrison,850,0.948,concept:athleteplaysinleague,concept:sportsleague:nhl
4499,concept:athlete:matt_harrison,850,0.96875,concept:athleteplayssport,concept:sport:baseball
4500,concept:athlete:bobby_keppel,850,0.99775,concept:athleteplayssport,concept:sport:baseball
4501,concept:athlete:chris_michalak,850,0.9375,concept:athleteplayssport,concept:sport:baseball
4502,concept:athlete:john_parrish,850,0.9375,concept:athleteplayssport,concept:sport:baseball
4503,concept:athlete:ricardo_rincon,850,0.9375,concept:athleteplayssport,concept:sport:baseball
4504,concept:personmexico:steve_trachsel,850,0.9375,concept:athleteplaysforteam,concept:sportsteam:baltimore_orioles
4505,concept:personmexico:steve_trachsel,850,0.995125,concept:athleteplaysinleague,concept:sportsleague:mlb
4506,concept:personmexico:steve_trachsel,850,0.9944375,concept:athleteplayssport,concept:sport:baseball
4507,concept:athlete:bobby_parnell,850,0.9375,concept:athleteplayssport,concept:sport:baseball
